TaxaName,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Streptococcus mitis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,1,0.00200377,0.045045
Streptococcus oralis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2,0.00400753,0.0900901
Streptococcus parasanguinis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,1,0.00200377,0.045045
Streptococcus pneumoniae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,8,0.0160301,0.36036
Streptococcus pseudopneumoniae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,1,0.00200377,0.045045
Streptococcus sanguinis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2,0.00400753,0.0900901
Streptococcus sp. I-P16,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,1,0.00200377,0.045045
Streptococcus sp. oral taxon 071,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2,0.00400753,0.0900901
Streptococcus thermophilus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,3,0.0060113,0.135135
Streptomyces coelicolor,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptomyces collinus,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptomyces hygroscopicus,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptomyces scabiei,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptomyces sp. Mg1,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,2,0.00400753,0.0900901
Streptomyces sp. SPB074,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptomyces violaceusniger,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces,1,0.00200377,0.045045
Streptosporangium roseum,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium,1,0.00200377,0.045045
Synechococcus elongatus,Bacteria;Cyanobacteria;;Chroococcales;;Synechococcus,1,0.00200377,0.045045
Syntrophobacter fumaroxidans,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter,4,0.00801507,0.18018
Thalassiosira pseudonana,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira,3,0.0060113,0.135135
Thalassolituus oleivorans,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus,1,0.00200377,0.045045
Thauera sp. MZ1T,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Thauera,14,0.0280527,0.630631
Thermanaerovibrio acidaminovorans,Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio,2,0.00400753,0.0900901
Thermoanaerobacter wiegelii,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter,2,0.00400753,0.0900901
Thermoanaerobacterium thermosaccharolyticum,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterium,1,0.00200377,0.045045
Thermobifida fusca,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida,1,0.00200377,0.045045
Thermus sp. CCB_US3_UF1,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus,1,0.00200377,0.045045
Thermus thermophilus,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus,1,0.00200377,0.045045
Thioalkalivibrio sp. K90mix,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalivibrio,1,0.00200377,0.045045
Thiobacillus denitrificans,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus,2,0.00400753,0.0900901
Thiocystis violascens,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis,1,0.00200377,0.045045
Thioflavicoccus mobilis,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thioflavicoccus,1,0.00200377,0.045045
Thiomonas arsenitoxydans,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;Thiomonas,1,0.00200377,0.045045
Thiomonas intermedia,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;Thiomonas,3,0.0060113,0.135135
Tistrella mobilis,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tistrella,1,0.00200377,0.045045
Treponema primitia,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema,1,0.00200377,0.045045
Trypanosoma brucei,Eukaryota;;;Kinetoplastida;Trypanosomatidae;Trypanosoma,46,0.0921733,2.07207
Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax,22,0.0440829,0.990991
Veillonella parvula,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella,1,0.00200377,0.045045
Veillonella sp. 3_1_44,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella,1,0.00200377,0.045045
Veillonella sp. 6_1_27,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella,3,0.0060113,0.135135
Verminephrobacter eiseniae,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter,7,0.0140264,0.315315
Verrucosispora maris,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora,1,0.00200377,0.045045
Vibrio alginolyticus,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1,0.00200377,0.045045
Vibrio campbellii,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1,0.00200377,0.045045
Vibrio furnissii,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1,0.00200377,0.045045
Vibrio harveyi,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1,0.00200377,0.045045
Vibrio metschnikovii,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,3,0.0060113,0.135135
Vibrio shilonii,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1,0.00200377,0.045045
Wolbachia endosymbiont of Drosophila simulans,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia,1,0.00200377,0.045045
Xanthomonas alfalfae,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,2,0.00400753,0.0900901
Xanthomonas axonopodis,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,2,0.00400753,0.0900901
Xanthomonas campestris,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,91,0.182343,4.0991
Xanthomonas citri,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,1,0.00200377,0.045045
Xanthomonas euvesicatoria,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,6,0.0120226,0.27027
Xanthomonas fuscans,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,6,0.0120226,0.27027
Xanthomonas oryzae,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas,5,0.0100188,0.225225
Xylella fastidiosa,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella,1,0.00200377,0.045045
Yarrowia lipolytica,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia,7,0.0140264,0.315315
Yersinia pestis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia,9,0.0180339,0.405405
[Haemophilus] ducreyi,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus,1,0.00200377,0.045045
alpha proteobacterium BAL199,Bacteria;Proteobacteria;Alphaproteobacteria;;;,1,0.00200377,0.045045
beta proteobacterium CB,Bacteria;Proteobacteria;Betaproteobacteria;;;,2,0.00400753,0.0900901
UNKNOWN,UNKNOWN,47686,95.5516,-
